fpppp,predacc_i,0.8737
fpppp,predacc_ii,0.9174
fpppp,predacc_iii,0.8801
fpppp,predacc_iv,0.9320
fpppp,predacc_v,0.9539
gcc,predacc_i,0.8536
gcc,predacc_ii,0.8919
gcc,predacc_iii,0.8709
gcc,predacc_iv,0.9271
gcc,predacc_v,0.9407
go,predacc_i,0.7290
go,predacc_ii,0.7915
go,predacc_iii,0.7480
go,predacc_iv,0.8339
go,predacc_v,0.8661
vpr,predacc_i,0.8627
vpr,predacc_ii,0.8933
vpr,predacc_iii,0.8765
vpr,predacc_iv,0.9193
vpr,predacc_v,0.9366
